items,2017,2018,2019,2020,2021,ticker
Cash & Equivalents,"5,933","6,682","6,988","10,113","7,421",MA
Short Term Investments,"1,849","1,696",688,483,473,MA
Cash and Short Term Invs,"7,782","8,378","7,676","10,596","7,894",MA
"Total Receivables, Net","3,344","4,728","5,557","4,411","4,459",MA
Prepaid Expenses,77,51,105,78,92,MA
Restricted Cash - Current,"1,631","1,633","1,954","2,282","2,459",MA
Other Current Assets,963,"1,381","1,610","1,746","2,045",MA
"Other Curr. Assets, Total","2,594","3,014","3,564","4,028","4,504",MA
Total Current Assets,"13,797","16,171","16,902","19,113","16,949",MA
Buildings,621,696,808,902,986,MA
Machinery/Equipment,841,987,"1,218","1,321","1,456",MA
Other Prop./Plant/Equip.,81,85,902,"1,069","1,079",MA
Prop./Plant/Equip. - Gross,"1,543","1,768","2,928","3,292","3,521",MA
Accumulated Depreciation,(714),(847),"(1,100)","(1,390)","(1,614)",MA
Prop./Plant/Equip. - Net,829,921,"1,828","1,902","1,907",MA
"Goodwill, Net","3,035","2,904","4,021","4,960","7,662",MA
Intangibles - Gross,"2,277","2,166","2,713","3,242","5,426",MA
Accum. Intangible Amort.,"(1,157)","(1,175)","(1,296)","(1,489)","(1,755)",MA
Intangibles - Net,"1,120",991,"1,417","1,753","3,671",MA
Long Term Investments,249,337,914,"1,172","1,834",MA
Note Rcvble - Long Term,178,298,612,798,"1,132",MA
Deferred Charges,352,0,--,--,--,MA
Def. Inc. Tax - LT Asset,250,570,543,491,486,MA
Other Long Term Assets,"1,519","2,668","2,999","3,395","4,028",MA
Total Assets,"21,329","24,860","29,236","33,584","37,669",MA
Accounts Payable,933,537,489,527,738,MA
Accrued Expenses,"4,446","6,180","6,177","6,189","7,272",MA
Notes Payable/ST Debt,0,0,0,0,0,MA
Curr. Port. LT Dbt/Cap Ls.,--,500,0,649,792,MA
Customer Advances,--,--,238,355,482,MA
Security Deposits,"1,085","1,080","1,370","1,696","1,873",MA
Income Taxes Payable,194,158,332,208,337,MA
Other Payables,"1,343","2,189","2,714","1,475",913,MA
Other Current Liabilities,792,949,584,748,755,MA
"Other Curr. Lblts, Total","3,414","4,376","5,238","4,482","4,360",MA
Total Current Liabilities,"8,793","11,593","11,904","11,847","13,162",MA
Total Long Term Debt,"5,424","5,834","8,527","12,023","13,109",MA
Total Debt,"5,424","6,334","8,527","12,672","13,901",MA
Deferred Income Tax,106,67,85,86,395,MA
Minority Interest,100,94,98,126,100,MA
"Other Liabilities, Total","1,438","1,877","2,729","3,111","3,591",MA
Total Liabilities,"15,861","19,465","23,343","27,193","30,357",MA
Common Stock,0,0,0,0,0,MA
Additional Paid-In Capital,"4,365","4,580","4,787","4,982","5,061",MA
Ret. Earn.(Accum. Deficit),"22,364","27,283","33,984","38,747","45,648",MA
Treasury Stock - Common,"(20,764)","(25,750)","(32,205)","(36,658)","(42,588)",MA
Unrealized Gain (Loss),1,(1),1,0,(1),MA
Cum. Trans. Adjustment,(382),(661),(638),(352),(739),MA
Other Equity,--,--,0,0,0,MA
Min. Pension Lblty Adj.,25,10,(9),(20),21,MA
Other Comprehensive Income,(141),(66),(27),(308),(90),MA
"Other Equity, Total",(498),(717),(674),(680),(808),MA
Total Equity,"5,468","5,395","5,893","6,391","7,312",MA
Total Liabilities & Shareholders’ Equity,"21,329","24,860","29,236","33,584","37,669",MA
Shr Outs.-Com. Primary Iss.,"1,040","1,019",996,987,972,MA
Shr Outs.-Com. Stk. Iss. 2,14,12,11,8,8,MA
Ttl Comm. Shares Outs.,"1,054","1,031","1,007",995,980,MA
Trsy. Shrs-Comm. Primary Iss.,342,368,395,409,425,MA
Trsy. Shrs-Comm. Iss. 2,0,0,0,0,0,MA
