items,Q4 2021,Q1 2022,Q2 2022,Q3 2022,ticker
Net Income,(265),553,800,"1,723",AZN
Depreciation/Depletion,"6,530","1,309","2,666","4,000",AZN
Unusual Items,"(1,289)",(10),(81),(88),AZN
Equity in Net Earnings/Loss,64,6,5,4,AZN
Other Non-Cash Items,"1,366",(8),91,256,AZN
Non-Cash Items,141,(12),15,172,AZN
"Cash Taxes Pd, Supplemental","1,743",228,"1,006","1,335",AZN
"Cash Interest Pd, Suppl",721,194,386,608,AZN
Changes in Working Capital,(443),"1,382",999,"1,515",AZN
Total Cash from Operations,"5,963","3,232","4,480","7,410",AZN
Purchase of Fixed Assets,"(1,091)",(219),(472),(719),AZN
Purchase/Acq of Intangibles,"(1,109)",(144),(434),"(1,298)",AZN
Capital Expenditures,"(2,200)",(363),(906),"(2,017)",AZN
Acquisition of Business,"(9,263)",--,--,0,AZN
Sale of Fixed Assets,13,0,0,17,AZN
Sale/Maturity of Investment,785,32,35,42,AZN
"Investment, Net",96,21,9,(321),AZN
Purchase of Investments,(276),(9),(33),(33),AZN
Sale of Intangible,587,385,442,442,AZN
Other Investing Cash Flow,(800),(234),(515),(841),AZN
"OtherInvestCashFlowItms,Tot","(8,858)",195,(62),(694),AZN
Total Cash from Investing,"(11,058)",(168),(968),"(2,711)",AZN
Financing Cash Flow Items,(178),(997),(997),"(1,047)",AZN
Total Cash Dividends Paid,"(3,856)","(2,971)","(2,971)","(4,364)",AZN
"Iss (Retirmnt) of Stock,Net",29,5,8,11,AZN
"Short Term Debt, Net",(276),301,316,378,AZN
"Long Term Debt, Net",(240),(74),(134),(182),AZN
Total Debt Issued,"12,929",--,0,0,AZN
Total Debt Reduction,"(4,759)",(4),"(1,257)","(1,261)",AZN
"Iss (Retirmnt) of Debt, Net","7,654",223,"(1,075)","(1,065)",AZN
Total Cash From Financing,"3,649","(3,740)","(5,035)","(6,465)",AZN
Foreign Exchange Effects,(62),(9),(35),(86),AZN
Net Change in Cash,"(1,508)",(685),"(1,558)","(1,852)",AZN
NetCash-BeginBal/RsvdforFutUse,"7,546","6,038","6,038","6,038",AZN
NetCash-EndBal/RsrvforFutUse,"6,038","5,353","4,480","4,186",AZN
"Depreciation, Supplemental","6,530","1,309","2,666","4,000",AZN
